Actual Label,Predicted Label,Video Path,Video ID,Sampling Strategy,Video Index,Correct
riding mechanical bull,riding mechanical bull,kinetics-dataset/val/riding mechanical bull/LFi1ArC2gfE_000061_000071.mp4,LFi1ArC2gfE,random-sequential,2958,True
passing American football (not in game),passing American football (not in game),kinetics-dataset/val/passing American football (not in game)/9c7mU3hyLLw_000000_000010.mp4,9c7mU3hyLLw,random-sequential,365,True
somersaulting,gymnastics tumbling,kinetics-dataset/val/somersaulting/l2_Da-CMPfY_000079_000089.mp4,l2_Da-CMPfY,random-sequential,3443,False
motorcycling,motorcycling,kinetics-dataset/val/motorcycling/BFSI1GSWZF0_000020_000030.mp4,BFSI1GSWZF0,random-sequential,7046,True
chopping wood,chopping wood,kinetics-dataset/val/chopping wood/51faGoLPJgM_000000_000010.mp4,51faGoLPJgM,random-sequential,1136,True
bee keeping,bee keeping,kinetics-dataset/val/bee keeping/ZD_3TaMjndQ_000334_000344.mp4,ZD_3TaMjndQ,random-sequential,4941,True
massaging legs,massaging legs,kinetics-dataset/val/massaging legs/-lKtqHLTMEA_000036_000046.mp4,-lKtqHLTMEA,random-sequential,2908,True
cutting nails,cutting nails,kinetics-dataset/val/cutting nails/OXS6hlNV2eg_000000_000010.mp4,OXS6hlNV2eg,random-sequential,3126,True
long jump,long jump,kinetics-dataset/val/long jump/rd2iBHtb2p0_000004_000014.mp4,rd2iBHtb2p0,random-sequential,3450,True
cleaning floor,cleaning floor,kinetics-dataset/val/cleaning floor/j3eBeMg2pgg_000001_000011.mp4,j3eBeMg2pgg,random-sequential,2323,True
climbing tree,climbing tree,kinetics-dataset/val/climbing tree/YHqqu4FBVWg_000048_000058.mp4,YHqqu4FBVWg,random-sequential,6773,True
shaving head,trimming or shaving beard,kinetics-dataset/val/shaving head/o_cPPSEheYw_000171_000181.mp4,o_cPPSEheYw,random-sequential,5529,False
drumming fingers,washing dishes,kinetics-dataset/val/drumming fingers/4Px7UHxwM50_000075_000085.mp4,4Px7UHxwM50,random-sequential,2148,False
side kick,side kick,kinetics-dataset/val/side kick/MxQ27tAD7wU_000000_000010.mp4,MxQ27tAD7wU,random-sequential,3742,True
driving car,driving car,kinetics-dataset/val/driving car/-54UGh2sZZk_000035_000045.mp4,-54UGh2sZZk,random-sequential,1430,True
riding mountain bike,motorcycling,kinetics-dataset/val/riding mountain bike/aRVBTu8K6L0_000054_000064.mp4,aRVBTu8K6L0,random-sequential,5618,False
giving or receiving award,tai chi,kinetics-dataset/val/giving or receiving award/lXM8u5_0wbI_000012_000022.mp4,lXM8u5_0wbI,random-sequential,2483,False
counting money,counting money,kinetics-dataset/val/counting money/-2vdj0y_rI4_000055_000065.mp4,-2vdj0y_rI4,random-sequential,5421,True
arm wrestling,arm wrestling,kinetics-dataset/val/arm wrestling/pe9mvKRYwk4_000002_000012.mp4,pe9mvKRYwk4,random-sequential,2970,True
juggling balls,passing American football (not in game),kinetics-dataset/val/juggling balls/NHITrFTUvMw_000002_000012.mp4,NHITrFTUvMw,random-sequential,1089,False
side kick,side kick,kinetics-dataset/val/side kick/sZ8JiPfAoWc_000005_000015.mp4,sZ8JiPfAoWc,random-sequential,3743,True
frying vegetables,frying vegetables,kinetics-dataset/val/frying vegetables/WP1YCgYMOlI_000242_000252.mp4,WP1YCgYMOlI,random-sequential,6290,True
motorcycling,motorcycling,kinetics-dataset/val/motorcycling/CVPjZGMWIUM_000025_000035.mp4,CVPjZGMWIUM,random-sequential,7045,True
balloon blowing,balloon blowing,kinetics-dataset/val/balloon blowing/HB_pjEi1YXA_000071_000081.mp4,HB_pjEi1YXA,random-sequential,1961,True
playing cards,playing cards,kinetics-dataset/val/playing cards/RBCijFK_fBI_000027_000037.mp4,RBCijFK_fBI,random-sequential,3601,True
unboxing,building cabinet,kinetics-dataset/val/unboxing/sufeABe_H1I_000170_000180.mp4,sufeABe_H1I,random-sequential,5024,False
crawling baby,crawling baby,kinetics-dataset/val/crawling baby/CR_3tjerNNs_000041_000051.mp4,CR_3tjerNNs,random-sequential,3073,True
sneezing,laughing,kinetics-dataset/val/sneezing/Ij_3UvY3b8E_000000_000010.mp4,Ij_3UvY3b8E,random-sequential,362,False
climbing a rope,climbing a rope,kinetics-dataset/val/climbing a rope/NfH4FZhrtvE_000002_000012.mp4,NfH4FZhrtvE,random-sequential,4775,True
shaving legs,shaving legs,kinetics-dataset/val/shaving legs/B_E-eRN3FQQ_000121_000131.mp4,B_E-eRN3FQQ,random-sequential,33,True
wrestling,wrestling,kinetics-dataset/val/wrestling/KbIRKFTtSxk_000024_000034.mp4,KbIRKFTtSxk,random-sequential,1930,True
golf driving,golf driving,kinetics-dataset/val/golf driving/dhpzYm8xWYg_000004_000014.mp4,dhpzYm8xWYg,random-sequential,1097,True
biking through snow,biking through snow,kinetics-dataset/val/biking through snow/TRy89BWatRQ_000003_000013.mp4,TRy89BWatRQ,random-sequential,1597,True
giving or receiving award,giving or receiving award,kinetics-dataset/val/giving or receiving award/8fVOe2EDtc8_000012_000022.mp4,8fVOe2EDtc8,random-sequential,2481,True
eating watermelon,eating doughnuts,kinetics-dataset/val/eating watermelon/p2s5fet6Xu0_000068_000078.mp4,p2s5fet6Xu0,random-sequential,4393,False
applying cream,applying cream,kinetics-dataset/val/applying cream/K0RAdmpnfuc_000109_000119.mp4,K0RAdmpnfuc,random-sequential,2999,True
using remote controller (not gaming),presenting weather forecast,kinetics-dataset/val/using remote controller (not gaming)/hu2dBJTGJqI_000012_000022.mp4,hu2dBJTGJqI,random-sequential,6324,False
balloon blowing,balloon blowing,kinetics-dataset/val/balloon blowing/8MinkHHzHRo_000018_000028.mp4,8MinkHHzHRo,random-sequential,1967,True
dribbling basketball,dribbling basketball,kinetics-dataset/val/dribbling basketball/BEoXBFW5Yuw_000035_000045.mp4,BEoXBFW5Yuw,random-sequential,2575,True
cracking neck,stretching arm,kinetics-dataset/val/cracking neck/CC3oPUeWhsY_000000_000010.mp4,CC3oPUeWhsY,random-sequential,5461,False
feeding fish,arranging flowers,kinetics-dataset/val/feeding fish/Yj0plszqblU_000023_000033.mp4,Yj0plszqblU,random-sequential,4497,False
squat,squat,kinetics-dataset/val/squat/OthVTt3jiqw_000006_000016.mp4,OthVTt3jiqw,random-sequential,3691,True
skiing slalom,skiing (not slalom or crosscountry),kinetics-dataset/val/skiing slalom/gfux7QZsXGg_000172_000182.mp4,gfux7QZsXGg,random-sequential,3571,False
spinning poi,spinning poi,kinetics-dataset/val/spinning poi/7LOtcLB5-VA_000079_000089.mp4,7LOtcLB5-VA,random-sequential,3850,True
headbanging,using remote controller (not gaming),kinetics-dataset/val/headbanging/GNKAiDaDBug_000005_000015.mp4,GNKAiDaDBug,random-sequential,532,False
eating hotdog,drinking beer,kinetics-dataset/val/eating hotdog/CZezk_EbMOY_000107_000117.mp4,CZezk_EbMOY,random-sequential,5349,False
climbing a rope,climbing a rope,kinetics-dataset/val/climbing a rope/6Lz09qQhHkM_000001_000011.mp4,6Lz09qQhHkM,random-sequential,4788,True
plastering,spray painting,kinetics-dataset/val/plastering/RTVJWp5Nu-s_000152_000162.mp4,RTVJWp5Nu-s,random-sequential,2659,False
cooking sausages,air drumming,kinetics-dataset/val/cooking sausages/fXb_RVaU_MA_000328_000338.mp4,fXb_RVaU_MA,random-sequential,6914,False
bench pressing,bench pressing,kinetics-dataset/val/bench pressing/3q0f6BJx_V8_000002_000012.mp4,3q0f6BJx_V8,random-sequential,4111,True
zumba,zumba,kinetics-dataset/val/zumba/hhUoOAyFy38_000008_000018.mp4,hhUoOAyFy38,random-sequential,1281,True
waxing back,waxing chest,kinetics-dataset/val/waxing back/_3yfcMBAA38_000415_000425.mp4,_3yfcMBAA38,random-sequential,6899,False
drinking shots,sniffing,kinetics-dataset/val/drinking shots/0fmNdKx4cdI_000003_000013.mp4,0fmNdKx4cdI,random-sequential,1837,False
bobsledding,playing squash or racquetball,kinetics-dataset/val/bobsledding/ZLQkCemE_Xs_000318_000328.mp4,ZLQkCemE_Xs,random-sequential,3382,False
ski jumping,ski jumping,kinetics-dataset/val/ski jumping/Kxhz0tM5kro_000037_000047.mp4,Kxhz0tM5kro,random-sequential,1952,True
punching person (boxing),punching person (boxing),kinetics-dataset/val/punching person (boxing)/dQ0cG_xaPeU_000149_000159.mp4,dQ0cG_xaPeU,random-sequential,302,True
pushing car,pushing car,kinetics-dataset/val/pushing car/G4DepGkcNL8_000003_000013.mp4,G4DepGkcNL8,random-sequential,260,True
jogging,skateboarding,kinetics-dataset/val/jogging/ib0dw8th6To_000634_000644.mp4,ib0dw8th6To,random-sequential,4068,False
filling eyebrows,filling eyebrows,kinetics-dataset/val/filling eyebrows/GDqoputNOmY_000127_000137.mp4,GDqoputNOmY,random-sequential,2467,True
sanding floor,sanding floor,kinetics-dataset/val/sanding floor/n3fN9ELsQwk_000003_000013.mp4,n3fN9ELsQwk,random-sequential,6700,True
cheerleading,tai chi,kinetics-dataset/val/cheerleading/oGLY8G334yU_000225_000235.mp4,oGLY8G334yU,random-sequential,4969,False
moving furniture,juggling balls,kinetics-dataset/val/moving furniture/kZqDYyL1lSU_000002_000012.mp4,kZqDYyL1lSU,random-sequential,5389,False
recording music,grinding meat,kinetics-dataset/val/recording music/bOsf8_M68wY_000014_000024.mp4,bOsf8_M68wY,random-sequential,590,False
eating watermelon,eating watermelon,kinetics-dataset/val/eating watermelon/WEhwJ0Ee1RM_000039_000049.mp4,WEhwJ0Ee1RM,random-sequential,4370,True
finger snapping,robot dancing,kinetics-dataset/val/finger snapping/UY9HKmdXMvQ_000000_000010.mp4,UY9HKmdXMvQ,random-sequential,7005,False
windsurfing,windsurfing,kinetics-dataset/val/windsurfing/HmCUN62Nke0_000201_000211.mp4,HmCUN62Nke0,random-sequential,663,True
tap dancing,tap dancing,kinetics-dataset/val/tap dancing/j8IT6xN6D8g_000043_000053.mp4,j8IT6xN6D8g,random-sequential,1226,True
watering plants,watering plants,kinetics-dataset/val/watering plants/qz6CfMERMoo_000015_000025.mp4,qz6CfMERMoo,random-sequential,3149,True
curling hair,curling hair,kinetics-dataset/val/curling hair/gwNMVUlBUtY_000068_000078.mp4,gwNMVUlBUtY,random-sequential,4646,True
shooting basketball,air drumming,kinetics-dataset/val/shooting basketball/0MG3pzym-G8_000002_000012.mp4,0MG3pzym-G8,random-sequential,3065,False
sign language interpreting,sign language interpreting,kinetics-dataset/val/sign language interpreting/GTiGQtH8bdI_000086_000096.mp4,GTiGQtH8bdI,random-sequential,4925,True
tapping guitar,tapping guitar,kinetics-dataset/val/tapping guitar/Nanyl6Q_Loc_000012_000022.mp4,Nanyl6Q_Loc,random-sequential,925,True
washing hands,washing dishes,kinetics-dataset/val/washing hands/csvKH6nmf3Q_000004_000014.mp4,csvKH6nmf3Q,random-sequential,6353,False
using remote controller (not gaming),using remote controller (not gaming),kinetics-dataset/val/using remote controller (not gaming)/iKJ_R-CB1oI_000047_000057.mp4,iKJ_R-CB1oI,random-sequential,6333,True
digging,spraying,kinetics-dataset/val/digging/hBMLJRNjjso_000008_000018.mp4,hBMLJRNjjso,random-sequential,791,False
skateboarding,skateboarding,kinetics-dataset/val/skateboarding/hYK_Jcr-N-o_000064_000074.mp4,hYK_Jcr-N-o,random-sequential,3617,True
auctioning,making tea,kinetics-dataset/val/auctioning/JzAYnk-gf4Y_000045_000055.mp4,JzAYnk-gf4Y,random-sequential,1362,False
trimming trees,climbing tree,kinetics-dataset/val/trimming trees/5H02ohmoKow_000068_000078.mp4,5H02ohmoKow,random-sequential,6614,False
